"entrez.id;""gene.symbols"";""type.of.regulators"""
"115196;""ZNF554"";""TF"""
"115509;""ZNF689"";""TF"""
"115560;""ZNF501"";""TF"""
"115950;""ZNF653"";""TF"""
"116115;""ZNF526"";""TF"""
"116225;""ZMYND19"";""TF"""
"116412;""ZNF837"";""TF"""
"116448;""OLIG1"";""TF"""
"117608;""ZNF354B"";""TF"""
"118472;""ZNF511"";""TF"""
"118490;""MSS51"";""TF"""
"118813;""ZFYVE27"";""TF"""
"121340;""SP7"";""TF"""
"121536;""AEBP2"";""TF"""
"121549;""ASCL4"";""TF"""
"124245;""ZC3H18"";""TF"""
"124411;""ZNF720"";""TF"""
"124961;""ZFP3"";""TF"""
"125150;""ZSWIM7"";""TF"""
"125893;""ZNF816"";""TF"""
"125919;""ZNF543"";""TF"""
"126017;""ZNF813"";""TF"""
"126068;""ZNF441"";""TF"""
"126069;""ZNF491"";""TF"""
"126070;""ZNF440"";""TF"""
"126208;""ZNF787"";""TF"""
"126231;""ZNF573"";""TF"""
"126295;""ZNF57"";""TF"""
"126299;""ZNF428"";""TF"""
"126375;""ZNF792"";""TF"""
"126626;""GABPB2"";""TF"""
"127396;""ZNF684"";""TF"""
"127428;""TCEANC2"";""TF"""
"127665;""ZNF648"";""TF"""
"128408;""BHLHE23"";""TF"""
"128611;""ZNF831"";""TF"""
"129025;""ZNF280A"";""TF"""
"130557;""ZNF513"";""TF"""
"130617;""ZFAND2B"";""TF"""
"131096;""KCNH8"";""TF"""
"131540;""ZDHHC19"";""TF"""
"133923;""ZNF474"";""TF"""
"136051;""ZNF786"";""TF"""
"136259;""KLF14"";""TF"""
"137209;""ZNF572"";""TF"""
"139628;""FOXR2"";""TF"""
"139735;""ZFP92"";""TF"""
"140467;""ZNF358"";""TF"""
"140612;""ZFP28"";""TF"""
"140685;""ZBTB46"";""TF"""
"140690;""CTCFL"";""TF"""
"140831;""ZSWIM3"";""TF"""
"140883;""ZNF280B"";""TF"""
"144348;""ZNF664"";""TF"""
"146198;""ZFP90"";""TF"""
"146434;""ZNF597"";""TF"""
"146540;""ZNF785"";""TF"""
"146542;""ZNF688"";""TF"""
"147657;""ZNF480"";""TF"""
"147658;""ZNF534"";""TF"""
"147660;""ZNF578"";""TF"""
"147686;""ZNF418"";""TF"""
"147687;""ZNF417"";""TF"""
"147694;""ZNF548"";""TF"""
"147741;""ZNF560"";""TF"""
"147807;""ZNF524"";""TF"""
"147808;""ZNF784"";""TF"""
"147837;""ZNF563"";""TF"""
"147923;""ZNF420"";""TF"""
"147929;""ZNF565"";""TF"""
"147948;""ZNF582"";""TF"""
"147949;""ZNF583"";""TF"""
"148103;""ZNF599"";""TF"""
"148156;""ZNF558"";""TF"""
"148198;""ZNF98"";""TF"""
"148206;""ZNF714"";""TF"""
"148213;""ZNF681"";""TF"""
"148254;""ZNF555"";""TF"""
"148266;""ZNF569"";""TF"""
"148268;""ZNF570"";""TF"""
"148979;""GLIS1"";""TF"""
"149041;""RC3H1"";""TF"""
"149076;""ZNF362"";""TF"""
"150921;""TCF23"";""TF"""
"151112;""ZSWIM2"";""TF"""
"151126;""ZNF385B"";""TF"""
"152098;""ZCWPW2"";""TF"""
"152485;""ZNF827"";""TF"""
"152687;""ZNF595"";""TF"""
"153527;""ZMAT2"";""TF"""
"155054;""ZNF425"";""TF"""
"155060;""LOC155060"";""TF"""
"155061;""ZNF746"";""TF"""
"158431;""ZNF782"";""TF"""
"158506;""ZNF645"";""TF"""
"158586;""ZXDB"";""TF"""
"158866;""ZDHHC15"";""TF"""
"161882;""ZFPM1"";""TF"""
"162239;""ZFP1"";""TF"""
"162655;""ZNF519"";""TF"""
"162962;""ZNF836"";""TF"""
"162963;""ZNF610"";""TF"""
"162966;""ZNF600"";""TF"""
"162967;""ZNF320"";""TF"""
"162968;""ZNF497"";""TF"""
"162972;""ZNF550"";""TF"""
"162979;""ZNF296"";""TF"""
"162993;""ZNF846"";""TF"""
"163033;""ZNF579"";""TF"""
"163049;""ZNF791"";""TF"""
"163050;""ZNF564"";""TF"""
"163051;""ZNF709"";""TF"""
"163059;""ZNF433"";""TF"""
"163071;""ZNF114"";""TF"""
"163081;""ZNF567"";""TF"""
"163087;""ZNF383"";""TF"""
"163115;""ZNF781"";""TF"""
"163131;""ZNF780B"";""TF"""
"163223;""ZNF676"";""TF"""
"163227;""ZNF100"";""TF"""
"163255;""ZNF540"";""TF"""
"166793;""ZBTB49"";""TF"""
"166968;""MIER3"";""TF"""
"167465;""ZNF366"";""TF"""
"167826;""OLIG3"";""TF"""
"168544;""ZNF467"";""TF"""
"168620;""BHLHA15"";""TF"""
"168850;""ZNF800"";""TF"""
"169270;""ZNF596"";""TF"""
"169841;""ZNF169"";""TF"""
"170261;""ZCCHC12"";""TF"""
"170959;""ZNF431"";""TF"""
"170960;""ZNF721"";""TF"""
"171017;""ZNF384"";""TF"""
"171392;""ZNF675"";""TF"""
"196441;""ZFC3H1"";""TF"""
"197320;""ZNF778"";""TF"""
"197407;""ZNF48"";""TF"""
"199692;""ZNF627"";""TF"""
"199704;""ZNF585A"";""TF"""
"199777;""ZNF626"";""TF"""
"200186;""CRTC2"";""TF"""
"200350;""FOXD4L1"";""TF"""
"201181;""ZNF385C"";""TF"""
"201501;""ZBTB7C"";""TF"""
"201514;""ZNF584"";""TF"""
"203430;""RTL3"";""TF"""
"203447;""NRK"";""TF"""
"219578;""ZNF804B"";""TF"""
"219654;""ZCCHC24"";""TF"""
"219749;""ZNF25"";""TF"""
"220202;""ATOH7"";""TF"""
"220992;""ZNF485"";""TF"""
"221302;""ZUFSP"";""TF"""
"221504;""ZBTB9"";""TF"""
"221527;""ZBTB12"";""TF"""
"221833;""SP8"";""TF"""
"221895;""JAZF1"";""TF"""
"222546;""RFX6"";""TF"""
"222894;""FERD3L"";""TF"""
"253639;""ZNF620"";""TF"""
"253738;""EBF3"";""TF"""
"253832;""ZDHHC20"";""TF"""
"254359;""ZDHHC24"";""TF"""
"254887;""ZDHHC23"";""TF"""
"255403;""ZNF718"";""TF"""
"255877;""BCL6B"";""TF"""
"256051;""ZNF549"";""TF"""
"256297;""PTF1A"";""TF"""
"256380;""SCML4"";""TF"""
"257101;""ZNF683"";""TF"""
"266743;""NPAS4"";""TF"""
"282890;""ZNF311"";""TF"""
"283150;""FOXR1"";""TF"""
"283337;""ZNF740"";""TF"""
"283489;""CHAMP1"";""TF"""
"283576;""ZDHHC22"";""TF"""
"283933;""ZNF843"";""TF"""
"284306;""ZNF547"";""TF"""
"284307;""ZIK1"";""TF"""
"284309;""ZNF776"";""TF"""
"284323;""ZNF780A"";""TF"""
"284346;""ZNF575"";""TF"""
"284349;""ZNF283"";""TF"""
"284370;""ZNF615"";""TF"""
"284371;""ZNF841"";""TF"""
"284390;""ZNF763"";""TF"""
"284391;""ZNF844"";""TF"""
"284406;""ZFP82"";""TF"""
"284443;""ZNF493"";""TF"""
"284459;""HKR1"";""TF"""
"284695;""ZNF326"";""TF"""
"285267;""ZNF619"";""TF"""
"285268;""ZNF621"";""TF"""
"285346;""ZNF852"";""TF"""
"285349;""ZNF660"";""TF"""
"285676;""ZNF454"";""TF"""
"285971;""ZNF775"";""TF"""
"285989;""ZNF789"";""TF"""
"286075;""ZNF707"";""TF"""
"286128;""ZFP41"";""TF"""
"339318;""ZNF181"";""TF"""
"339324;""ZNF260"";""TF"""
"339327;""ZNF546"";""TF"""
"339487;""ZBTB8OS"";""TF"""
"339500;""ZNF678"";""TF"""
"339559;""ZFP69"";""TF"""
"340152;""ZC3H12D"";""TF"""
"340252;""ZNF680"";""TF"""
"340385;""ZNF517"";""TF"""
"340481;""ZDHHC21"";""TF"""
"340554;""ZC3H12B"";""TF"""
"340595;""RTL4"";""TF"""
"342132;""ZNF774"";""TF"""
"342908;""ZNF404"";""TF"""
"342909;""ZNF284"";""TF"""
"342926;""ZNF677"";""TF"""
"343472;""BARHL2"";""TF"""
"343930;""MSGN1"";""TF"""
"344787;""ZNF860"";""TF"""
"346157;""ZNF391"";""TF"""
"346171;""ZFP57"";""TF"""
"347344;""ZNF81"";""TF"""
"348327;""ZNF530"";""TF"""
"349075;""ZNF713"";""TF"""
"353088;""ZNF429"";""TF"""
"353355;""ZNF233"";""TF"""
"360023;""ZBTB41"";""TF"""
"374655;""ZNF710"";""TF"""
"374879;""ZNF699"";""TF"""
"374899;""ZNF829"";""TF"""
"374900;""ZNF568"";""TF"""
"374928;""ZNF773"";""TF"""
"376940;""ZC3H6"";""TF"""
"387328;""ZNF322P1"";""TF"""
"388523;""ZNF728"";""TF"""
"388536;""ZNF790"";""TF"""
"388558;""ZNF808"";""TF"""
"388561;""ZNF761"";""TF"""
"388566;""ZNF470"";""TF"""
"388567;""ZNF749"";""TF"""
"388569;""ZNF324B"";""TF"""
"388585;""HES5"";""TF"""
"388677;""NOTCH2NL"";""TF"""
"389058;""SP5"";""TF"""
"389114;""ZNF662"";""TF"""
"389524;""GTF2IRD2B"";""TF"""
"389549;""FEZF1"";""TF"""
"389874;""ZCCHC13"";""TF"""
"390927;""ZNF793"";""TF"""
"390980;""ZNF805"";""TF"""
"390992;""HES3"";""TF"""
"391594;NA;""TF"""
"399669;""ZNF321P"";""TF"""
"399823;""FOXI2"";""TF"""
"400720;""ZNF772"";""TF"""
"403341;""ZBTB34"";""TF"""
"404281;""YY2"";""TF"""
"414197;""ZNF32-AS1"";""TF"""
"414208;""ZNF32-AS2"";""TF"""
"440077;""ZNF705A"";""TF"""
"440515;""ZNF506"";""TF"""
"440517;NA;""TF"""
"441234;""ZNF716"";""TF"""
"441330;NA;""TF"""
"441955;NA;""TF"""
"442319;""ZNF727"";""TF"""
"442425;""FOXB2"";""TF"""
"442695;NA;""TF"""
"619279;""ZNF704"";""TF"""
"641339;""ZNF674"";""TF"""
"641383;NA;""TF"""
"642658;""SCX"";""TF"""
"643641;""ZNF862"";""TF"""
"643719;""SCGB1B2P"";""TF"""
"643836;""ZFP62"";""TF"""
"646915;""ZNF806"";""TF"""
"653082;""ZDHHC11B"";""TF"""
"653121;""ZBTB8A"";""TF"""
"653404;""FOXD4L6"";""TF"""
"653427;""FOXD4L5"";""TF"""
"654254;""ZNF732"";""TF"""
"654364;""NME1-NME2"";""TF"""
"664701;""ZNF826P"";""TF"""
"724097;NA;""TF"""
"727857;""BHLHA9"";""TF"""
"728489;""DNLZ"";""TF"""
"728957;""ZNF705D"";""TF"""
"729288;""ZNF286B"";""TF"""
"729501;""ZNF962P"";""TF"""
"729648;""ZNF812P"";""TF"""
"730087;""ZNF726"";""TF"""
"730110;""LOC730110"";""TF"""
"730291;""ZNF735"";""TF"""
"790968;NA;""TF"""
"790969;""ZNF705F"";""TF"""
"100036519;NA;""TF"""
"100129543;""ZNF730"";""TF"""
"100129842;""ZNF737"";""TF"""
"100129885;NA;""TF"""
"100130086;""HSFX2"";""TF"""
"100130863;NA;""TF"""
"100131017;""ZNF316"";""TF"""
"100131827;""ZNF717"";""TF"""
"100131980;""ZNF705G"";""TF"""
"100132396;""ZNF705B"";""TF"""
"100170646;NA;""TF"""
"100187701;NA;""TF"""
"1029;""CDKN2A"";""TF"""
"6908;""TBP"";""TF"""
"7153;""TOP2A"";""TF"""
"7155;""TOP2B"";""TF"""
"9221;""NOLC1"";""TF"""
"24144;""TFIP11"";""TF"""
"92399;""MRRF"";""TF"""
"286380;""FOXD4L3"";""TF"""
"100510744;NA;""TF"""
"100293888;NA;""TF"""
"100510018;NA;""TF"""
"328;""APEX1"";""coTF"""
"676;""BRDT"";""coTF"""
"694;""BTG1"";""coTF"""
"708;""C1QBP"";""coTF"""
"1428;""CRYM"";""coTF"""
"1630;""DCC"";""coTF"""
"1653;""DDX1"";""coTF"""
"1655;""DDX5"";""coTF"""
"1810;""DR1"";""coTF"""
"1822;""ATN1"";""coTF"""
"2648;""KAT2A"";""coTF"""
"2957;""GTF2A1"";""coTF"""
"2958;""GTF2A2"";""coTF"""
"2962;""GTF2F1"";""coTF"""
"3281;""HSBP1"";""coTF"""
"3400;""ID4"";""coTF"""
"3728;""JUP"";""coTF"""
"4017;""LOXL2"";""coTF"""
"4117;""MAK"";""coTF"""
"4261;""CIITA"";""coTF"""
"4582;""MUC1"";""coTF"""
"4601;""MXI1"";""coTF"""
"4665;""NAB2"";""coTF"""
"4666;""NACA"";""coTF"""
"4796;""TONSL"";""coTF"""
"4848;""CNOT2"";""coTF"""
"5092;""PCBD1"";""coTF"""
"5195;""PEX14"";""coTF"""
"5204;""PFDN5"";""coTF"""
"5450;""POU2AF1"";""coTF"""
"5702;""PSMC3"";""coTF"""
"5705;""PSMC5"";""coTF"""
"5715;""PSMD9"";""coTF"""
"5784;""PTPN14"";""coTF"""
"6427;""SRSF2"";""coTF"""
"6595;""SMARCA2"";""coTF"""
"6598;""SMARCB1"";""coTF"""
"6599;""SMARCC1"";""coTF"""
"6601;""SMARCC2"";""coTF"""
"6602;""SMARCD1"";""coTF"""
"6603;""SMARCD2"";""coTF"""
"6604;""SMARCD3"";""coTF"""
"6605;""SMARCE1"";""coTF"""
"6756;""SSX1"";""coTF"""
"6837;""MED22"";""coTF"""
"6872;""TAF1"";""coTF"""
"6882;""TAF11"";""coTF"""
"6996;""TDG"";""coTF"""
"7110;""TMF1"";""coTF"""
"7158;""TP53BP1"";""coTF"""
"7251;""TSG101"";""coTF"""
"7332;""UBE2L3"";""coTF"""
"7337;""UBE3A"";""coTF"""
"7536;""SF1"";""coTF"""
"7994;""KAT6A"";""coTF"""
"8295;""TRRAP"";""coTF"""
"8464;""SUPT3H"";""coTF"""
"8535;""CBX4"";""coTF"""
"8544;""PIR"";""coTF"""
"8804;""CREG1"";""coTF"""
"8819;""SAP30"";""coTF"""
"8850;""KAT2B"";""coTF"""
"9079;""LDB2"";""coTF"""
"9124;""PDLIM1"";""coTF"""
"9149;""DYRK1B"";""coTF"""
"9319;""TRIP13"";""coTF"""
"9321;""TRIP11"";""coTF"""
"9325;""TRIP4"";""coTF"""
"9412;""MED21"";""coTF"""
"9425;""CDYL"";""coTF"""
"9439;""MED23"";""coTF"""
"9441;""MED26"";""coTF"""
"9442;""MED27"";""coTF"""
"9443;""MED7"";""coTF"""
"9457;""FHL5"";""coTF"""
"9477;""MED20"";""coTF"""
"9519;""TBPL1"";""coTF"""
"9612;""NCOR2"";""coTF"""
"9663;""LPIN2"";""coTF"""
"9734;""HDAC9"";""coTF"""
"9759;""HDAC4"";""coTF"""
"9792;""SERTAD2"";""coTF"""
"9913;""SUPT7L"";""coTF"""
"10001;""MED6"";""coTF"""
"10011;""SRA1"";""coTF"""
"10014;""HDAC5"";""coTF"""
"10084;""PQBP1"";""coTF"""
"10138;""YAF2"";""coTF"""
"10284;""SAP18"";""coTF"""
"10409;""BASP1"";""coTF"""
"10413;""YAP1"";""coTF"""
"10438;""C1D"";""coTF"""
"10498;""CARM1"";""coTF"""
"10521;""DDX17"";""coTF"""
"10553;""HTATIP2"";""coTF"""
"10600;""USP16"";""coTF"""
"10629;""TAF6L"";""coTF"""
"10847;""SRCAP"";""coTF"""
"10848;""PPP1R13L"";""coTF"""
"10915;""TCERG1"";""coTF"""
"10923;""SUB1"";""coTF"""
"10987;""COPS5"";""coTF"""
"11030;""RBPMS"";""coTF"""
"11036;""GTF2A1L"";""coTF"""
"11243;""PMF1"";""coTF"""
"11319;""ECD"";""coTF"""
"22938;""SNW1"";""coTF"""
"22954;""TRIM32"";""coTF"""
"23132;""RAD54L2"";""coTF"""
"23286;""WWC1"";""coTF"""
"23309;""SIN3B"";""coTF"""
"23326;""USP22"";""coTF"""
"23389;""MED13L"";""coTF"""
"23429;""RYBP"";""coTF"""
"23741;""EID1"";""coTF"""
"24148;""PRPF6"";""coTF"""
"25937;""WWTR1"";""coTF"""
"26155;""NOC2L"";""coTF"""
"26205;""GMEB2"";""coTF"""
"26292;""MYCBP"";""coTF"""
"27005;""USP21"";""coTF"""
"27044;""SND1"";""coTF"""
"29777;""ABT1"";""coTF"""
"29915;""HCFC2"";""coTF"""
"29995;""LMCD1"";""coTF"""
"51003;""MED31"";""coTF"""
"51053;""GMNN"";""coTF"""
"51132;""RLIM"";""coTF"""
"51412;""ACTL6B"";""coTF"""
"51442;""VGLL1"";""coTF"""
"51460;""SFMBT1"";""coTF"""
"51564;""HDAC7"";""coTF"""
"51586;""MED15"";""coTF"""
"54797;""MED18"";""coTF"""
"54880;""BCOR"";""coTF"""
"55090;""MED9"";""coTF"""
"55578;""SUPT20H"";""coTF"""
"55729;""ATF7IP"";""coTF"""
"56254;""RNF20"";""coTF"""
"56943;""ENY2"";""coTF"""
"56970;""ATXN7L3"";""coTF"""
"57326;""PBXIP1"";""coTF"""
"57492;""ARID1B"";""coTF"""
"64216;""TFB2M"";""coTF"""
"64324;""NSD1"";""coTF"""
"79595;""SAP130"";""coTF"""
"81550;""TDRD3"";""coTF"""
"84193;""SETD3"";""coTF"""
"84246;""MED10"";""coTF"""
"84962;""AJUBA"";""coTF"""
"89780;""WNT3A"";""coTF"""
"92140;""MTDH"";""coTF"""
"112950;""MED8"";""coTF"""
"114803;""MYSM1"";""coTF"""
"116931;""MED12L"";""coTF"""
"117143;""TADA1"";""coTF"""
"133746;""JMY"";""coTF"""
"150572;""SMYD1"";""coTF"""
"163732;""CITED4"";""coTF"""
"170067;""SUPT20HL2"";""coTF"""
"171023;""ASXL1"";""coTF"""
"219541;""MED19"";""coTF"""
"245806;""VGLL2"";""coTF"""
"284252;""KCTD1"";""coTF"""
"387893;""KMT5A"";""coTF"""
"400569;""MED11"";""coTF"""
"100130302;""SUPT20HL1"";""coTF"""
"88;""ACTN2"";""coTF"""
"124;""ADH1A"";""coTF"""
"546;""ATRX"";""coTF"""
"605;""BCL7A"";""coTF"""
"648;""BMI1"";""coTF"""
"651;""BMP3"";""coTF"""
"655;""BMP7"";""coTF"""
"689;""BTF3"";""coTF"""
"815;""CAMK2A"";""coTF"""
"892;""CCNC"";""coTF"""
"902;""CCNH"";""coTF"""
"904;""CCNT1"";""coTF"""
"905;""CCNT2"";""coTF"""
"942;""CD86"";""coTF"""
"984;""CDK11B"";""coTF"""
"988;""CDC5L"";""coTF"""
"999;""CDH1"";""coTF"""
"1024;""CDK8"";""coTF"""
"1025;""CDK9"";""coTF"""
"1027;""CDKN1B"";""coTF"""
"1059;""CENPB"";""coTF"""
"1063;""CENPF"";""coTF"""
"1105;""CHD1"";""coTF"""
"1106;""CHD2"";""coTF"""
"1107;""CHD3"";""coTF"""
"1108;""CHD4"";""coTF"""
"1161;""ERCC8"";""coTF"""
"1407;""CRY1"";""coTF"""
"1408;""CRY2"";""coTF"""
"1602;""DACH1"";""coTF"""
"1756;""DMD"";""coTF"""
"1786;""DNMT1"";""coTF"""
"1993;""ELAVL2"";""coTF"""
"2056;""EPO"";""coTF"""
"2068;""ERCC2"";""coTF"""
"2070;""EYA4"";""coTF"""
"2071;""ERCC3"";""coTF"""
"2138;""EYA1"";""coTF"""
"2139;""EYA2"";""coTF"""
"2140;""EYA3"";""coTF"""
"2145;""EZH1"";""coTF"""
"2167;""FABP4"";""coTF"""
"2314;""FLII"";""coTF"""
"2547;""XRCC6"";""coTF"""
"2658;""GDF2"";""coTF"""
"2668;""GDNF"";""coTF"""
"2691;""GHRH"";""coTF"""
"2729;""GCLC"";""coTF"""
"2960;""GTF2E1"";""coTF"""
"2961;""GTF2E2"";""coTF"""
"3050;""HBZ"";""coTF"""
"3070;""HELLS"";""coTF"""
"3150;""HMGN1"";""coTF"""
"3151;""HMGN2"";""coTF"""
"3184;""HNRNPD"";""coTF"""
"3383;""ICAM1"";""coTF"""
"3398;""ID2"";""coTF"""
"3456;""IFNB1"";""coTF"""
"3458;""IFNG"";""coTF"""
"3479;""IGF1"";""coTF"""
"3481;""IGF2"";""coTF"""
"3508;""IGHMBP2"";""coTF"""
"3547;""IGSF1"";""coTF"""
"3558;""IL2"";""coTF"""
"3565;""IL4"";""coTF"""
"3567;""IL5"";""coTF"""
"3586;""IL10"";""coTF"""
"3589;""IL11"";""coTF"""
"3603;""IL16"";""coTF"""
"3605;""IL17A"";""coTF"""
"3621;""ING1"";""coTF"""
"3624;""INHBA"";""coTF"""
"3630;""INS"";""coTF"""
"3976;""LIF"";""coTF"""
"3992;""FADS1"";""coTF"""
"4034;""LRCH4"";""coTF"""
"4171;""MCM2"";""coTF"""
"4172;""MCM3"";""coTF"""
"4173;""MCM4"";""coTF"""
"4174;""MCM5"";""coTF"""
"4175;""MCM6"";""coTF"""
"4176;""MCM7"";""coTF"""
"4194;""MDM4"";""coTF"""
"4287;""ATXN3"";""coTF"""
"4298;""MLLT1"";""coTF"""
"4300;""MLLT3"";""coTF"""
"4302;""MLLT6"";""coTF"""
"4331;""MNAT1"";""coTF"""
"4332;""MNDA"";""coTF"""
"4343;""MOV10"";""coTF"""
"4664;""NAB1"";""coTF"""
"4738;""NEDD8"";""coTF"""
"4756;""NEO1"";""coTF"""
"4841;""NONO"";""coTF"""
"4849;""CNOT3"";""coTF"""
"4850;""CNOT4"";""coTF"""
"4999;""ORC2"";""coTF"""
"5119;""CHMP1A"";""coTF"""
"5205;""ATP8B1"";""coTF"""
"5216;""PFN1"";""coTF"""
"5292;""PIM1"";""coTF"""
"5411;""PNN"";""coTF"""
"5430;""POLR2A"";""coTF"""
"5438;""POLR2I"";""coTF"""
"5440;""POLR2K"";""coTF"""
"5441;""POLR2L"";""coTF"""
"5511;""PPP1R8"";""coTF"""
"5514;""PPP1R10"";""coTF"""
"5569;""PKIA"";""coTF"""
"5741;""PTH"";""coTF"""
"5928;""RBBP4"";""coTF"""
"5931;""RBBP7"";""coTF"""
"5932;""RBBP8"";""coTF"""
"5981;""RFC1"";""coTF"""
"6015;""RING1"";""coTF"""
"6045;""RNF2"";""coTF"""
"6128;""RPL6"";""coTF"""
"6182;""MRPL12"";""coTF"""
"6208;""RPS14"";""coTF"""
"6248;""RSC1A1"";""coTF"""
"6294;""SAFB"";""coTF"""
"6310;""ATXN1"";""coTF"""
"6314;""ATXN7"";""coTF"""
"6399;""TRAPPC2"";""coTF"""
"6421;""SFPQ"";""coTF"""
"6433;""SFSWAP"";""coTF"""
"6556;""SLC11A1"";""coTF"""
"6594;""SMARCA1"";""coTF"""
"6617;""SNAPC1"";""coTF"""
"6619;""SNAPC3"";""coTF"""
"6749;""SSRP1"";""coTF"""
"6757;""SSX2"";""coTF"""
"6758;""SSX5"";""coTF"""
"6759;""SSX4"";""coTF"""
"6829;""SUPT5H"";""coTF"""
"6839;""SUV39H1"";""coTF"""
"6894;""TARBP1"";""coTF"""
"6895;""TARBP2"";""coTF"""
"6919;""TCEA2"";""coTF"""
"6920;""TCEA3"";""coTF"""
"6921;""ELOC"";""coTF"""
"6923;""ELOB"";""coTF"""
"7013;""TERF1"";""coTF"""
"7014;""TERF2"";""coTF"""
"7073;""TIAL1"";""coTF"""
"7112;""TMPO"";""coTF"""
"7136;""TNNI2"";""coTF"""
"7141;""TNP1"";""coTF"""
"7270;""TTF1"";""coTF"""
"7293;""TNFRSF4"";""coTF"""
"7329;""UBE2I"";""coTF"""
"7341;""SUMO1"";""coTF"""
"7428;""VHL"";""coTF"""
"7469;""NELFA"";""coTF"""
"7471;""WNT1"";""coTF"""
"7812;""CSDE1"";""coTF"""
"7832;""BTG2"";""coTF"""
"7936;""NELFE"";""coTF"""
"7978;""MTERF1"";""coTF"""
"8110;""DPF3"";""coTF"""
"8178;""ELL"";""coTF"""
"8193;""DPF1"";""coTF"""
"8208;""CHAF1B"";""coTF"""
"8458;""TTF2"";""coTF"""
"8467;""SMARCA5"";""coTF"""
"8520;""HAT1"";""coTF"""
"8570;""KHSRP"";""coTF"""
"8573;""CASK"";""coTF"""
"8607;""RUVBL1"";""coTF"""
"8690;""JRKL"";""coTF"""
"8725;""URI1"";""coTF"""
"8726;""EED"";""coTF"""
"8812;""CCNK"";""coTF"""
"8914;""TIMELESS"";""coTF"""
"8976;""WASL"";""coTF"""
"9039;""UBA3"";""coTF"""
"9191;""DEDD"";""coTF"""
"9208;""LRRFIP1"";""coTF"""
"9210;""BMP15"";""coTF"""
"9391;""CIAO1"";""coTF"""
"9584;""RBM39"";""coTF"""
"9619;""ABCG1"";""coTF"""
"9643;""MORF4L2"";""coTF"""
"9667;""SAFB2"";""coTF"""
"9682;""KDM4A"";""coTF"""
"9686;""VGLL4"";""coTF"""
"9689;""BZW1"";""coTF"""
"9739;""SETD1A"";""coTF"""
"9817;""KEAP1"";""coTF"""
"9869;""SETDB1"";""coTF"""
"9921;""RNF10"";""coTF"""
"9987;""HNRNPDL"";""coTF"""
"10036;""CHAF1A"";""coTF"""
"10046;""MAMLD1"";""coTF"""
"10049;""DNAJB6"";""coTF"""
"10102;""TSFM"";""coTF"""
"10128;""LRPPRC"";""coTF"""
"10129;""FRY"";""coTF"""
"10210;""TOPORS"";""coTF"""
"10214;""SSX3"";""coTF"""
"10336;""PCGF3"";""coTF"""
"10401;""PIAS3"";""coTF"""
"10419;""PRMT5"";""coTF"""
"10450;""PPIE"";""coTF"""
"10468;""FST"";""coTF"""
"10514;""MYBBP1A"";""coTF"""
"10522;""DEAF1"";""coTF"""
"10572;""SIVA1"";""coTF"""
"10595;""ERN2"";""coTF"""
"10614;""HEXIM1"";""coTF"""
"10620;""ARID3B"";""coTF"""
"10621;""POLR3F"";""coTF"""
"10622;""POLR3G"";""coTF"""
"10623;""POLR3C"";""coTF"""
"10656;""KHDRBS3"";""coTF"""
"10772;""SRSF10"";""coTF"""
"10856;""RUVBL2"";""coTF"""
"10865;""ARID5A"";""coTF"""
"10933;""MORF4L1"";""coTF"""
"10935;""PRDX3"";""coTF"""
"10957;""PNRC1"";""coTF"""
"10973;""ASCC3"";""coTF"""
"11007;""CCDC85B"";""coTF"""
"11100;""HNRNPUL1"";""coTF"""
"11105;""PRDM7"";""coTF"""
"11168;""PSIP1"";""coTF"""
"11198;""SUPT16H"";""coTF"""
"11218;""DDX20"";""coTF"""
"11267;""SNF8"";""coTF"""
"11331;""PHB2"";""coTF"""
"11335;""CBX3"";""coTF"""
"22803;""XRN2"";""coTF"""
"22827;""PUF60"";""coTF"""
"22885;""ABLIM3"";""coTF"""
"22904;""SBNO2"";""coTF"""
"22906;""TRAK1"";""coTF"""
"22924;""MAPRE3"";""coTF"""
"22927;""HABP4"";""coTF"""
"22933;""SIRT2"";""coTF"""
"22936;""ELL2"";""coTF"""
"22992;""KDM2A"";""coTF"""
"23019;""CNOT1"";""coTF"""
"23030;""KDM4B"";""coTF"""
"23038;""WDTC1"";""coTF"""
"23066;""CAND2"";""coTF"""
"23067;""SETD1B"";""coTF"""
"23077;""MYCBP2"";""coTF"""
"23081;""KDM4C"";""coTF"""
"23082;""PPRC1"";""coTF"""
"23125;""CAMTA2"";""coTF"""
"23126;""POGZ"";""coTF"""
"23168;""RTF1"";""coTF"""
"23186;""RCOR1"";""coTF"""
"23373;""CRTC1"";""coTF"""
"23408;""SIRT5"";""coTF"""
"23409;""SIRT4"";""coTF"""
"23410;""SIRT3"";""coTF"""
"23466;""CBX6"";""coTF"""
"23468;""CBX5"";""coTF"""
"23492;""CBX7"";""coTF"""
"23512;""SUZ12"";""coTF"""
"23522;""KAT6B"";""coTF"""
"23541;""SEC14L2"";""coTF"""
"23569;""PADI4"";""coTF"""
"23587;""ELP5"";""coTF"""
"23635;""SSBP2"";""coTF"""
"23648;""SSBP3"";""coTF"""
"25842;""ASF1A"";""coTF"""
"25920;""NELFB"";""coTF"""
"26098;""EDRF1"";""coTF"""
"26122;""EPC2"";""coTF"""
"26145;""IRF2BP1"";""coTF"""
"26147;""PHF19"";""coTF"""
"26523;""AGO1"";""coTF"""
"26610;""ELP4"";""coTF"""
