"entrez.id;""gene.symbols"";""type.of.regulators"""
"390081;""OR52E4"";""SIG"""
"390082;""OR52E5"";""SIG"""
"390078;""OR52E6"";""SIG"""
"390079;""OR52E8"";""SIG"""
"390067;""OR52H1"";""SIG"""
"390037;""OR52I1"";""SIG"""
"143502;""OR52I2"";""SIG"""
"119679;""OR52J3"";""SIG"""
"390036;""OR52K1"";""SIG"""
"119774;""OR52K2"";""SIG"""
"338751;""OR52L1"";""SIG"""
"79274;""OR52L2P"";""SIG"""
"119772;""OR52M1"";""SIG"""
"79473;""OR52N1"";""SIG"""
"390077;""OR52N2"";""SIG"""
"390072;""OR52N4"";""SIG"""
"390075;""OR52N5"";""SIG"""
"81248;""OR52P1P"";""SIG"""
"119695;""OR52R1"";""SIG"""
"120787;""OR52W1"";""SIG"""
"283110;""OR52Z1"";""SIG"""
"120796;""OR56A1"";""SIG"""
"390083;""OR56A3"";""SIG"""
"120793;""OR56A4"";""SIG"""
"390084;""OR56A5"";""SIG"""
"387748;""OR56B1"";""SIG"""
"390073;""OR56B2P"";""SIG"""
"196335;""OR56B4"";""SIG"""
"219982;""OR5A1"";""SIG"""
"219981;""OR5A2"";""SIG"""
"81431;""OR5AC1"";""SIG"""
"81050;""OR5AC2"";""SIG"""
"390181;""OR5AK2"";""SIG"""
"81228;""OR5AK3P"";""SIG"""
"79482;""OR5AL1"";""SIG"""
"390195;""OR5AN1"";""SIG"""
"338675;""OR5AP2"";""SIG"""
"219493;""OR5AR1"";""SIG"""
"219447;""OR5AS1"";""SIG"""
"390445;""OR5AU1"";""SIG"""
"390191;""OR5B12"";""SIG"""
"219965;""OR5B17"";""SIG"""
"390190;""OR5B2"";""SIG"""
"219968;""OR5B21"";""SIG"""
"441608;""OR5B3"";""SIG"""
"392391;""OR5C1"";""SIG"""
"390142;""OR5D13"";""SIG"""
"219436;""OR5D14"";""SIG"""
"390144;""OR5D16"";""SIG"""
"219438;""OR5D18"";""SIG"""
"338674;""OR5F1"";""SIG"""
"81193;""OR5G3"";""SIG"""
"26341;""OR5H1"";""SIG"""
"403273;""OR5H14"";""SIG"""
"403274;""OR5H15"";""SIG"""
"79310;""OR5H2"";""SIG"""
"79295;""OR5H6"";""SIG"""
"282775;""OR5J2"";""SIG"""
"26339;""OR5K1"";""SIG"""
"402135;""OR5K2"";""SIG"""
"403277;""OR5K3"";""SIG"""
"403278;""OR5K4"";""SIG"""
"219437;""OR5L1"";""SIG"""
"26338;""OR5L2"";""SIG"""
"390168;""OR5M1"";""SIG"""
"390167;""OR5M10"";""SIG"""
"219487;""OR5M11"";""SIG"""
"219482;""OR5M3"";""SIG"""
"219484;""OR5M8"";""SIG"""
"390162;""OR5M9"";""SIG"""
"120065;""OR5P2"";""SIG"""
"120066;""OR5P3"";""SIG"""
"219479;""OR5R1"";""SIG"""
"390155;""OR5T1"";""SIG"""
"219464;""OR5T2"";""SIG"""
"390154;""OR5T3"";""SIG"""
"81696;""OR5V1"";""SIG"""
"390148;""OR5W2"";""SIG"""
"135946;""OR6B1"";""SIG"""
"389090;""OR6B2"";""SIG"""
"150681;""OR6B3"";""SIG"""
"390321;""OR6C1"";""SIG"""
"341416;""OR6C2"";""SIG"""
"254786;""OR6C3"";""SIG"""
"341418;""OR6C4"";""SIG"""
"283365;""OR6C6"";""SIG"""
"403282;""OR6C65"";""SIG"""
"403284;""OR6C68"";""SIG"""
"390327;""OR6C70"";""SIG"""
"254783;""OR6C74"";""SIG"""
"390323;""OR6C75"";""SIG"""
"390326;""OR6C76"";""SIG"""
"343169;""OR6F1"";""SIG"""
"79549;""OR6J1"";""SIG"""
"81448;""OR6K2"";""SIG"""
"391114;""OR6K3"";""SIG"""
"128371;""OR6K6"";""SIG"""
"390261;""OR6M1"";""SIG"""
"128372;""OR6N1"";""SIG"""
"81442;""OR6N2"";""SIG"""
"128366;""OR6P1"";""SIG"""
"219952;""OR6Q1"";""SIG"""
"341799;""OR6S1"";""SIG"""
"219874;""OR6T1"";""SIG"""
"346517;""OR6V1"";""SIG"""
"390260;""OR6X1"";""SIG"""
"391112;""OR6Y1"";""SIG"""
"390892;""OR7A10"";""SIG"""
"26333;""OR7A17"";""SIG"""
"390894;""OR7A2P"";""SIG"""
"26659;""OR7A5"";""SIG"""
"26664;""OR7C1"";""SIG"""
"26658;""OR7C2"";""SIG"""
"162998;""OR7D2"";""SIG"""
"125958;""OR7D4"";""SIG"""
"26648;""OR7E24"";""SIG"""
"125962;""OR7G1"";""SIG"""
"390882;""OR7G2"";""SIG"""
"390883;""OR7G3"";""SIG"""
"390275;""OR8A1"";""SIG"""
"219858;""OR8B12"";""SIG"""
"26595;""OR8B2"";""SIG"""
"390271;""OR8B3"";""SIG"""
"283162;""OR8B4"";""SIG"""
"26493;""OR8B8"";""SIG"""
"283159;""OR8D1"";""SIG"""
"283160;""OR8D2"";""SIG"""
"338662;""OR8D4"";""SIG"""
"26494;""OR8G1"";""SIG"""
"26492;""OR8G2P"";""SIG"""
"219865;""OR8G5"";""SIG"""
"219469;""OR8H1"";""SIG"""
"390151;""OR8H2"";""SIG"""
"390152;""OR8H3"";""SIG"""
"120586;""OR8I2"";""SIG"""
"219477;""OR8J1"";""SIG"""
"81169;""OR8J2"";""SIG"""
"81168;""OR8J3"";""SIG"""
"390157;""OR8K1"";""SIG"""
"219473;""OR8K3"";""SIG"""
"219453;""OR8K5"";""SIG"""
"341568;""OR8S1"";""SIG"""
"219417;""OR8U1"";""SIG"""
"504189;""OR8U8"";""SIG"""
"504190;""OR8U9"";""SIG"""
"26495;""OR9A1P"";""SIG"""
"135924;""OR9A2"";""SIG"""
"130075;""OR9A4"";""SIG"""
"390174;""OR9G1"";""SIG"""
"283189;""OR9G4"";""SIG"""
"504191;""OR9G9"";""SIG"""
"219954;""OR9I1"";""SIG"""
"441639;""OR9K2"";""SIG"""
"219956;""OR9Q1"";""SIG"""
"219957;""OR9Q2"";""SIG"""
"5008;""OSM"";""SIG"""
"56957;""OTUD7B"";""SIG"""
"165140;""OXER1"";""SIG"""
"27199;""OXGR1"";""SIG"""
"5020;""OXT"";""SIG"""
"22953;""P2RX2"";""SIG"""
"27334;""P2RY10"";""SIG"""
"64805;""P2RY12"";""SIG"""
"53829;""P2RY13"";""SIG"""
"9934;""P2RY14"";""SIG"""
"5029;""P2RY2"";""SIG"""
"5030;""P2RY4"";""SIG"""
"5031;""P2RY6"";""SIG"""
"286530;""P2RY8"";""SIG"""
"5048;""PAFAH1B1"";""SIG"""
"56288;""PARD3"";""SIG"""
"5071;""PRKN"";""SIG"""
"11315;""PARK7"";""SIG"""
"139135;""PASD1"";""SIG"""
"23178;""PASK"";""SIG"""
"5111;""PCNA"";""SIG"""
"126006;""PCP2"";""SIG"""
"27344;""PCSK1N"";""SIG"""
"5046;""PCSK6"";""SIG"""
"255738;""PCSK9"";""SIG"""
"27250;""PDCD4"";""SIG"""
"5138;""PDE2A"";""SIG"""
"5139;""PDE3A"";""SIG"""
"5140;""PDE3B"";""SIG"""
"5142;""PDE4B"";""SIG"""
"5144;""PDE4D"";""SIG"""
"5145;""PDE6A"";""SIG"""
"5158;""PDE6B"";""SIG"""
"5146;""PDE6C"";""SIG"""
"5148;""PDE6G"";""SIG"""
"5149;""PDE6H"";""SIG"""
"5151;""PDE8A"";""SIG"""
"8622;""PDE8B"";""SIG"""
"5155;""PDGFB"";""SIG"""
"56034;""PDGFC"";""SIG"""
"5164;""PDK2"";""SIG"""
"5166;""PDK4"";""SIG"""
"5173;""PDYN"";""SIG"""
"79849;""PDZD3"";""SIG"""
"5037;""PEBP1"";""SIG"""
"23089;""PEG10"";""SIG"""
"5187;""PER1"";""SIG"""
"8864;""PER2"";""SIG"""
"8863;""PER3"";""SIG"""
"5207;""PFKFB1"";""SIG"""
"27315;""PGAP2"";""SIG"""
"55023;""PHIP"";""SIG"""
"23612;""PHLDA3"";""SIG"""
"375133;""PI4KAP2"";""SIG"""
"8554;""PIAS1"";""SIG"""
"9063;""PIAS2"";""SIG"""
"51588;""PIAS4"";""SIG"""
"9463;""PICK1"";""SIG"""
"128869;""PIGU"";""SIG"""
"5286;""PIK3C2A"";""SIG"""
"5287;""PIK3C2B"";""SIG"""
"5288;""PIK3C2G"";""SIG"""
"5289;""PIK3C3"";""SIG"""
"5290;""PIK3CA"";""SIG"""
"5294;""PIK3CG"";""SIG"""
"5296;""PIK3R2"";""SIG"""
"8503;""PIK3R3"";""SIG"""
"29992;""PILRA"";""SIG"""
"29990;""PILRB"";""SIG"""
"11040;""PIM2"";""SIG"""
"5300;""PIN1"";""SIG"""
"5310;""PKD1"";""SIG"""
"114780;""PKD1L2"";""SIG"""
"342372;""PKD1L3"";""SIG"""
"5311;""PKD2"";""SIG"""
"10343;""PKDREJ"";""SIG"""
"5319;""PLA2G1B"";""SIG"""
"100137049;""PLA2G4B"";""SIG"""
"5327;""PLAT"";""SIG"""
"51196;""PLCE1"";""SIG"""
"5336;""PLCG2"";""SIG"""
"23007;""PLCH1"";""SIG"""
"55344;""PLCXD1"";""SIG"""
"257068;""PLCXD2"";""SIG"""
"345557;""PLCXD3"";""SIG"""
"5337;""PLD1"";""SIG"""
"5338;""PLD2"";""SIG"""
"5341;""PLEK"";""SIG"""
"59338;""PLEKHA1"";""SIG"""
"57480;""PLEKHG1"";""SIG"""
"26030;""PLEKHG3"";""SIG"""
"25894;""PLEKHG4"";""SIG"""
"153478;""PLEKHG4B"";""SIG"""
"55200;""PLEKHG6"";""SIG"""
"440107;""PLEKHG7"";""SIG"""
"10769;""PLK2"";""SIG"""
"5354;""PLP1"";""SIG"""
"5355;""PLP2"";""SIG"""
"5361;""PLXNA1"";""SIG"""
"5362;""PLXNA2"";""SIG"""
"55558;""PLXNA3"";""SIG"""
"91584;""PLXNA4"";""SIG"""
"5364;""PLXNB1"";""SIG"""
"23654;""PLXNB2"";""SIG"""
"23129;""PLXND1"";""SIG"""
"5366;""PMAIP1"";""SIG"""
"56937;""PMEPA1"";""SIG"""
"5368;""PNOC"";""SIG"""
"23509;""POFUT1"";""SIG"""
"5443;""POMC"";""SIG"""
"64840;""PORCN"";""SIG"""
"8611;""PLPP1"";""SIG"""
"8613;""PLPP3"";""SIG"""
"10891;""PPARGC1A"";""SIG"""
"133522;""PPARGC1B"";""SIG"""
"5473;""PPBP"";""SIG"""
"5494;""PPM1A"";""SIG"""
"151742;""PPM1L"";""SIG"""
"23645;""PPP1R15A"";""SIG"""
"84919;""PPP1R15B"";""SIG"""
"5505;NA;""SIG"""
"84687;""PPP1R9B"";""SIG"""
"5515;""PPP2CA"";""SIG"""
"5516;""PPP2CB"";""SIG"""
"5518;""PPP2R1A"";""SIG"""
"5526;""PPP2R5B"";""SIG"""
"5528;""PPP2R5D"";""SIG"""
"5538;""PPT1"";""SIG"""
"5540;""NPY4R"";""SIG"""
"84106;""PRAM1"";""SIG"""
"23532;""PRAME"";""SIG"""
"5052;""PRDX1"";""SIG"""
"7001;""PRDX2"";""SIG"""
"10549;""PRDX4"";""SIG"""
"51052;""PRLH"";""SIG"""
"2834;""PRLHR"";""SIG"""
"10887;""PROKR1"";""SIG"""
"128674;""PROKR2"";""SIG"""
"84249;""PSD2"";""SIG"""
"23362;""PSD3"";""SIG"""
"23550;""PSD4"";""SIG"""
"5724;""PTAFR"";""SIG"""
"5727;""PTCH1"";""SIG"""
"5728;""PTEN"";""SIG"""
"5729;""PTGDR"";""SIG"""
"5731;""PTGER1"";""SIG"""
"5732;""PTGER2"";""SIG"""
"5734;""PTGER4"";""SIG"""
"5737;""PTGFR"";""SIG"""
"5739;""PTGIR"";""SIG"""
"5745;""PTH1R"";""SIG"""
"5746;""PTH2R"";""SIG"""
"5744;""PTHLH"";""SIG"""
"5747;""PTK2"";""SIG"""
"5764;""PTN"";""SIG"""
"51495;""HACD3"";""SIG"""
"5771;""PTPN2"";""SIG"""
"26191;""PTPN22"";""SIG"""
"5777;""PTPN6"";""SIG"""
"5786;""PTPRA"";""SIG"""
"5789;""PTPRD"";""SIG"""
"5791;""PTPRE"";""SIG"""
"5792;""PTPRF"";""SIG"""
"5793;""PTPRG"";""SIG"""
"5795;""PTPRJ"";""SIG"""
"5798;""PTPRN"";""SIG"""
"10076;""PTPRU"";""SIG"""
"260434;""PYDC1"";""SIG"""
"26108;""PYGO1"";""SIG"""
"90780;""PYGO2"";""SIG"""
"84109;""QRFPR"";""SIG"""
"10890;""RAB10"";""SIG"""
"8766;""RAB11A"";""SIG"""
"9230;""RAB11B"";""SIG"""
"201475;""RAB12"";""SIG"""
"5872;""RAB13"";""SIG"""
"51552;""RAB14"";""SIG"""
"376267;""RAB15"";""SIG"""
"64284;""RAB17"";""SIG"""
"22931;""RAB18"";""SIG"""
"401409;""RAB19"";""SIG"""
"5861;""RAB1A"";""SIG"""
"81876;""RAB1B"";""SIG"""
"441400;""RAB1C"";""SIG"""
"55647;""RAB20"";""SIG"""
"23011;""RAB21"";""SIG"""
"57403;""RAB22A"";""SIG"""
"51715;""RAB23"";""SIG"""
"53917;""RAB24"";""SIG"""
"57111;""RAB25"";""SIG"""
"25837;""RAB26"";""SIG"""
"5873;""RAB27A"";""SIG"""
"5874;""RAB27B"";""SIG"""
"9364;""RAB28"";""SIG"""
"5862;""RAB2A"";""SIG"""
"84932;""RAB2B"";""SIG"""
"27314;""RAB30"";""SIG"""
"11031;""RAB31"";""SIG"""
"10981;""RAB32"";""SIG"""
"9363;""RAB33A"";""SIG"""
"83452;""RAB33B"";""SIG"""
"83871;""RAB34"";""SIG"""
"11021;""RAB35"";""SIG"""
"9609;""RAB36"";""SIG"""
"326624;""RAB37"";""SIG"""
"23682;""RAB38"";""SIG"""
"54734;""RAB39A"";""SIG"""
"116442;""RAB39B"";""SIG"""
"5864;""RAB3A"";""SIG"""
"5865;""RAB3B"";""SIG"""
"115827;""RAB3C"";""SIG"""
"9545;""RAB3D"";""SIG"""
"142684;""RAB40A"";""SIG"""
"282808;""RAB40AL"";""SIG"""
"10966;""RAB40B"";""SIG"""
"57799;""RAB40C"";""SIG"""
"347517;""RAB41"";""SIG"""
"115273;""RAB42"";""SIG"""
"339122;""RAB43"";""SIG"""
"401258;""RAB44"";""SIG"""
"5867;""RAB4A"";""SIG"""
"53916;""RAB4B"";""SIG"""
"5868;""RAB5A"";""SIG"""
"5869;""RAB5B"";""SIG"""
"5878;""RAB5C"";""SIG"""
"5870;""RAB6A"";""SIG"""
"51560;""RAB6B"";""SIG"""
"84084;""RAB6C"";""SIG"""
"7879;""RAB7A"";""SIG"""
"338382;""RAB7B"";""SIG"""
"8934;""RAB29"";""SIG"""
"4218;""RAB8A"";""SIG"""
"51762;""RAB8B"";""SIG"""
"9367;""RAB9A"";""SIG"""
"51209;""RAB9B"";""SIG"""
"23637;""RABGAP1"";""SIG"""
"9910;""RABGAP1L"";""SIG"""
"5877;""RABIF"";""SIG"""
"11159;""RABL2A"";""SIG"""
"11158;""RABL2B"";""SIG"""
"285282;""RABL3"";""SIG"""
"11020;""IFT27"";""SIG"""
"29127;""RACGAP1"";""SIG"""
"5810;""RAD1"";""SIG"""
"5884;""RAD17"";""SIG"""
"5883;""RAD9A"";""SIG"""
"253959;""RALGAPA1"";""SIG"""
"57186;""RALGAPA2"";""SIG"""
"57148;""RALGAPB"";""SIG"""
"5900;""RALGDS"";""SIG"""
"55103;""RALGPS2"";""SIG"""
"10267;""RAMP1"";""SIG"""
"10266;""RAMP2"";""SIG"""
"10268;""RAMP3"";""SIG"""
"5908;""RAP1B"";""SIG"""
"23108;""RAP1GAP2"";""SIG"""
"5911;""RAP2A"";""SIG"""
"57826;""RAP2C"";""SIG"""
"11069;""RAPGEF4"";""SIG"""
"9771;""RAPGEF5"";""SIG"""
"51735;""RAPGEF6"";""SIG"""
"51195;""RAPGEFL1"";""SIG"""
"23551;""RASD2"";""SIG"""
"158158;""RASEF"";""SIG"""
"221002;""RASGEF1A"";""SIG"""
"153020;""RASGEF1B"";""SIG"""
"255426;""RASGEF1C"";""SIG"""
"25780;""RASGRP3"";""SIG"""
"115727;""RASGRP4"";""SIG"""
"10633;""RASL10A"";""SIG"""
"91608;""RASL10B"";""SIG"""
"387496;""RASL11A"";""SIG"""
"65997;""RASL11B"";""SIG"""
"51285;""RASL12"";""SIG"""
"11186;""RASSF1"";""SIG"""
"9821;""RB1CC1"";""SIG"""
"10432;""RBM14"";""SIG"""
"64783;""RBM15"";""SIG"""
"55544;""RBM38"";""SIG"""
"23543;""RBFOX2"";""SIG"""
"10231;""RCAN2"";""SIG"""
"11123;""RCAN3"";""SIG"""
"5649;""RELN"";""SIG"""
"28954;""REM1"";""SIG"""
"161253;""REM2"";""SIG"""
"5972;""REN"";""SIG"""
"9185;""REPS2"";""SIG"""
"85004;""RERG"";""SIG"""
"79785;""RERGL"";""SIG"""
"5984;""RFC4"";""SIG"""
"23179;""RGL1"";""SIG"""
"5863;""RGL2"";""SIG"""
"57139;""RGL3"";""SIG"""
"266747;""RGL4"";""SIG"""
"56963;""RGMA"";""SIG"""
"9104;""RGN"";""SIG"""
"6001;""RGS10"";""SIG"""
"6002;""RGS12"";""SIG"""
"6003;""RGS13"";""SIG"""
"6004;""RGS16"";""SIG"""
"26575;""RGS17"";""SIG"""
"64407;""RGS18"";""SIG"""
"10287;""RGS19"";""SIG"""
"5997;""RGS2"";""SIG"""
"8601;""RGS20"";""SIG"""
"431704;""RGS21"";""SIG"""
"26166;""RGS22"";""SIG"""
"5998;""RGS3"";""SIG"""
"5999;""RGS4"";""SIG"""
"85397;""RGS8"";""SIG"""
"54933;""RHBDL2"";""SIG"""
"162494;""RHBDL3"";""SIG"""
"121268;""RHEBL1"";""SIG"""
"6010;""RHO"";""SIG"""
"387;""RHOA"";""SIG"""
"388;""RHOB"";""SIG"""
"9886;""RHOBTB1"";""SIG"""
"23221;""RHOBTB2"";""SIG"""
"389;""RHOC"";""SIG"""
"29984;""RHOD"";""SIG"""
"54509;""RHOF"";""SIG"""
"391;""RHOG"";""SIG"""
"399;""RHOH"";""SIG"""
"57381;""RHOJ"";""SIG"""
"23433;""RHOQ"";""SIG"""
"55288;""RHOT1"";""SIG"""
"89941;""RHOT2"";""SIG"""
"58480;""RHOU"";""SIG"""
"171177;""RHOV"";""SIG"""
"55188;""RIC8B"";""SIG"""
"9912;""ARHGAP44"";""SIG"""
"9743;""ARHGAP32"";""SIG"""
"253260;""RICTOR"";""SIG"""
"54453;""RIN2"";""SIG"""
"60561;""RINT1"";""SIG"""
"27289;""RND1"";""SIG"""
"390;""RND3"";""SIG"""
"51444;""RNF138"";""SIG"""
"6091;""ROBO1"";""SIG"""
"54763;""ROPN1"";""SIG"""
"152015;""ROPN1B"";""SIG"""
"83853;""ROPN1L"";""SIG"""
"4919;""ROR1"";""SIG"""
"6098;""ROS1"";""SIG"""
"389722;NA;""SIG"""
"158763;""ARHGAP36"";""SIG"""
"6121;""RPE65"";""SIG"""
"23322;""RPGRIP1L"";""SIG"""
"9501;""RPH3AL"";""SIG"""
"51065;""RPS27L"";""SIG"""
"6188;""RPS3"";""SIG"""
"6194;""RPS6"";""SIG"""
"57521;""RPTOR"";""SIG"""
"9125;""CNOT9"";""SIG"""
"6236;""RRAD"";""SIG"""
"10325;""RRAGB"";""SIG"""
"64121;""RRAGC"";""SIG"""
"6237;""RRAS"";""SIG"""
"22800;""RRAS2"";""SIG"""
"6238;""RRBP1"";""SIG"""
"284654;""RSPO1"";""SIG"""
"6252;""RTN1"";""SIG"""
"6253;""RTN2"";""SIG"""
"10900;""RUNDC3A"";""SIG"""
"59350;""RXFP1"";""SIG"""
"122042;""RXFP2"";""SIG"""
"51289;""RXFP3"";""SIG"""
"339403;""RXFP4"";""SIG"""
"6281;""S100A10"";""SIG"""
"1901;""S1PR1"";""SIG"""
"9294;""S1PR2"";""SIG"""
"1903;""S1PR3"";""SIG"""
"8698;""S1PR4"";""SIG"""
"53637;""S1PR5"";""SIG"""
"23098;""SARM1"";""SIG"""
"60485;""SAV1"";""SIG"""
"286205;""SCAI"";""SIG"""
"22937;""SCAP"";""SIG"""
"6447;""SCG5"";""SIG"""
"23513;""SCRIB"";""SIG"""
"6343;""SCT"";""SIG"""
"6344;""SCTR"";""SIG"""
"6400;""SEL1L"";""SIG"""
"6401;""SELE"";""SIG"""
"55829;""SELENOS"";""SIG"""
"54910;""SEMA4C"";""SIG"""
"59343;""SENP2"";""SIG"""
"5272;""SERPINB9"";""SIG"""
"26084;""ARHGEF26"";""SIG"""
"8879;""SGPL1"";""SIG"""
"129049;""SGSM1"";""SIG"""
"9905;""SGSM2"";""SIG"""
"27352;""SGSM3"";""SIG"""
"201175;NA;""SIG"""
"57630;""SH3RF1"";""SIG"""
"22941;""SHANK2"";""SIG"""
"81858;""SHARPIN"";""SIG"""
"6464;""SHC1"";""SIG"""
"25759;""SHC2"";""SIG"""
"53358;""SHC3"";""SIG"""
"6469;""SHH"";""SIG"""
"51246;""SHISA5"";""SIG"""
"8036;""SHOC2"";""SIG"""
"6478;""SIAH2"";""SIG"""
"26037;""SIPA1L1"";""SIG"""
"57568;""SIPA1L2"";""SIG"""
"23094;""SIPA1L3"";""SIG"""
"23411;""SIRT1"";""SIG"""
"6498;""SKIL"";""SIG"""
"6558;""SLC12A2"";""SIG"""
"29988;""SLC2A8"";""SIG"""
"83959;""SLC4A11"";""SIG"""
"6541;""SLC7A1"";""SIG"""
"84889;""SLC7A3"";""SIG"""
"6548;""SLC9A1"";""SIG"""
"9368;""SLC9A3R1"";""SIG"""
"60682;""SMAP1"";""SIG"""
"64744;""SMAP2"";""SIG"""
"8243;""SMC1A"";""SIG"""
"6608;""SMO"";""SIG"""
"57154;""SMURF1"";""SIG"""
"64750;""SMURF2"";""SIG"""
"6622;""SNCA"";""SIG"""
"79753;""SNIP1"";""SIG"""
"23161;""SNX13"";""SIG"""
"115703;""ARHGAP33"";""SIG"""
"58533;""SNX6"";""SIG"""
"8651;""SOCS1"";""SIG"""
"9021;""SOCS3"";""SIG"""
"6647;""SOD1"";""SIG"""
"6648;""SOD2"";""SIG"""
"10174;""SORBS3"";""SIG"""
"114815;""SORCS1"";""SIG"""
"57537;""SORCS2"";""SIG"""
"22986;""SORCS3"";""SIG"""
"6272;""SORT1"";""SIG"""
"53340;""SPA17"";""SIG"""
"10615;""SPAG5"";""SIG"""
"221178;""SPATA13"";""SIG"""
"51324;""SPG21"";""SIG"""
"56848;""SPHK2"";""SIG"""
"161742;""SPRED1"";""SIG"""
"200734;""SPRED2"";""SIG"""
"399473;""SPRED3"";""SIG"""
"10252;""SPRY1"";""SIG"""
"10253;""SPRY2"";""SIG"""
"81848;""SPRY4"";""SIG"""
"6711;""SPTBN1"";""SIG"""
"57522;""SRGAP1"";""SIG"""
"23380;""SRGAP2"";""SIG"""
"9901;""SRGAP3"";""SIG"""
"6760;""SS18"";""SIG"""
"6752;""SSTR2"";""SIG"""
"6753;""SSTR3"";""SIG"""
"6754;""SSTR4"";""SIG"""
"6755;""SSTR5"";""SIG"""
"10617;""STAMBP"";""SIG"""
"90627;""STARD13"";""SIG"""
"9754;""STARD8"";""SIG"""
"11075;""STMN2"";""SIG"""
"50861;""STMN3"";""SIG"""
"81551;""STMN4"";""SIG"""
"55437;""STRADB"";""SIG"""
"6801;""STRN"";""SIG"""
"10273;""STUB1"";""SIG"""
"252983;""STXBP4"";""SIG"""
"56670;""SUCNR1"";""SIG"""
"85360;""SYDE1"";""SIG"""
"84144;""SYDE2"";""SIG"""
"6850;""SYK"";""SIG"""
"8831;""SYNGAP1"";""SIG"""
"134864;""TAAR1"";""SIG"""
"9287;""TAAR2"";""SIG"""
"9288;""TAAR3P"";""SIG"""
"319100;""TAAR6"";""SIG"""
"83551;""TAAR8"";""SIG"""
"134860;""TAAR9"";""SIG"""
"6863;""TAC1"";""SIG"""
"6869;""TACR1"";""SIG"""
"6865;""TACR2"";""SIG"""
"6870;""TACR3"";""SIG"""
"117289;""TAGAP"";""SIG"""
"9344;""TAOK2"";""SIG"""
"51347;""TAOK3"";""SIG"""
"80835;""TAS1R1"";""SIG"""
"80834;""TAS1R2"";""SIG"""
"83756;""TAS1R3"";""SIG"""
"50834;""TAS2R1"";""SIG"""
"50839;""TAS2R10"";""SIG"""
"266656;""TAS2R12P"";""SIG"""
"50838;""TAS2R13"";""SIG"""
"50840;""TAS2R14"";""SIG"""
"50833;""TAS2R16"";""SIG"""
"259294;""TAS2R19"";""SIG"""
"259295;""TAS2R20"";""SIG"""
"259293;""TAS2R30"";""SIG"""
"259290;""TAS2R31"";""SIG"""
"5726;""TAS2R38"";""SIG"""
"259285;""TAS2R39"";""SIG"""
"259286;""TAS2R40"";""SIG"""
"259287;""TAS2R41"";""SIG"""
"353164;""TAS2R42"";""SIG"""
"259289;""TAS2R43"";""SIG"""
"259291;""TAS2R45"";""SIG"""
"259292;""TAS2R46"";""SIG"""
"259296;""TAS2R50"";""SIG"""
"338398;""TAS2R60"";""SIG"""
"50837;""TAS2R7"";""SIG"""
"50836;""TAS2R8"";""SIG"""
"50835;""TAS2R9"";""SIG"""
"30851;""TAX1BP3"";""SIG"""
"23216;""TBC1D1"";""SIG"""
"83874;""TBC1D10A"";""SIG"""
"26000;""TBC1D10B"";""SIG"""
"374403;""TBC1D10C"";""SIG"""
"23232;""TBC1D12"";""SIG"""
"54662;""TBC1D13"";""SIG"""
"57533;""TBC1D14"";""SIG"""
"64786;""TBC1D15"";""SIG"""
"125058;""TBC1D16"";""SIG"""
"79735;""TBC1D17"";""SIG"""
"55296;""TBC1D19"";""SIG"""
"55357;""TBC1D2"";""SIG"""
"128637;""TBC1D20"";""SIG"""
"161514;""TBC1D21"";""SIG"""
"25771;""TBC1D22A"";""SIG"""
"55633;""TBC1D22B"";""SIG"""
"55773;""TBC1D23"";""SIG"""
"57465;""TBC1D24"";""SIG"""
"4943;""TBC1D25"";""SIG"""
"353149;""TBC1D26"";""SIG"""
"254272;""TBC1D28"";""SIG"""
"26083;""TBC1D29"";""SIG"""
"23102;""TBC1D2B"";""SIG"""
"23329;""TBC1D30"";""SIG"""
"414059;""TBC1D3B"";""SIG"""
"414060;""TBC1D3C"";""SIG"""
"84218;""TBC1D3F"";""SIG"""
"654341;NA;""SIG"""
"729877;""TBC1D3H"";""SIG"""
"9882;""TBC1D4"";""SIG"""
"9779;""TBC1D5"";""SIG"""
"51256;""TBC1D7"";""SIG"""
"11138;""TBC1D8"";""SIG"""
"54885;""TBC1D8B"";""SIG"""
"23158;""TBC1D9"";""SIG"""
"23061;""TBC1D9B"";""SIG"""
"93627;""TBCK"";""SIG"""
"29110;""TBK1"";""SIG"""
"6915;""TBXA2R"";""SIG"""
"7010;""TEK"";""SIG"""
"7038;""TG"";""SIG"""
"7039;""TGFA"";""SIG"""
"7040;""TGFB1"";""SIG"""
"7041;""TGFB1I1"";""SIG"""
"7043;""TGFB3"";""SIG"""
"7048;""TGFBR2"";""SIG"""
"7052;""TGM2"";""SIG"""
"7057;""THBS1"";""SIG"""
"387357;""THEMIS"";""SIG"""
"7064;""THOP1"";""SIG"""
"9967;""THRAP3"";""SIG"""
"7070;""THY1"";""SIG"""
"9220;""TIAF1"";""SIG"""
"353376;""TICAM2"";""SIG"""
"92610;""TIFA"";""SIG"""
"92609;""TIMM50"";""SIG"""
"25976;""TIPARP"";""SIG"""
"54962;""TIPIN"";""SIG"""
"7091;""TLE4"";""SIG"""
"81793;""TLR10"";""SIG"""
"7099;""TLR4"";""SIG"""
"7100;""TLR5"";""SIG"""
"51284;""TLR7"";""SIG"""
"51311;""TLR8"";""SIG"""
"54106;""TLR9"";""SIG"""
"100302736;""TMED7-TICAM2"";""SIG"""
"387522;""TMEM189-UBE2V1"";""SIG"""
"29767;""TMOD2"";""SIG"""
